,student,major,course,semester
0,5159,200,201,S1
0,5159,200,197,S1
0,5159,200,195,S1
0,5160,340,335,S1
0,5160,340,338,S1
0,5160,340,340,S1
0,5160,340,342,S1
0,5160,340,336,S1
0,5161,430,435,S1
0,5161,430,430,S1
0,5161,430,427,S1
0,5161,430,434,S1
0,5161,430,429,S1
0,5162,70,72,S1
0,5162,70,65,S1
0,5162,70,75,S1
0,5162,70,71,S1
0,5162,70,73,S1
0,5163,530,531,S1
0,5163,530,528,S1
0,5163,530,529,S1
0,5163,530,535,S1
0,5163,530,525,S1
0,5164,30,33,S1
0,5164,30,25,S1
0,5164,30,31,S1
0,5164,30,35,S1
0,5164,30,34,S1
0,5165,500,505,S1
0,5165,500,504,S1
0,5165,500,499,S1
0,5165,500,498,S1
0,5165,500,502,S1
0,5166,760,760,S1
0,5166,760,759,S1
0,5166,760,763,S1
0,5166,760,755,S1
0,5166,760,757,S1
0,5167,730,729,S1
0,5167,730,730,S1
0,5167,730,726,S1
0,5167,730,733,S1
0,5167,730,732,S1
0,5168,300,296,S1
0,5168,300,305,S1
0,5168,300,301,S1
0,5168,300,295,S1
0,5168,300,302,S1
0,5169,940,935,S1
0,5169,940,944,S1
0,5169,940,936,S1
0,5169,940,941,S1
0,5169,940,942,S1
0,5170,680,684,S1
0,5170,680,676,S1
0,5170,680,677,S1
0,5170,680,685,S1
0,5170,680,681,S1
0,5171,300,299,S1
0,5171,300,301,S1
0,5171,300,300,S1
0,5171,300,295,S1
0,5171,300,303,S1
0,5172,560,560,S1
0,5172,560,562,S1
0,5172,560,559,S1
0,5172,560,555,S1
0,5172,560,556,S1
0,5173,360,365,S1
0,5173,360,364,S1
0,5173,360,355,S1
0,5173,360,356,S1
0,5173,360,357,S1
0,5174,410,409,S1
0,5174,410,413,S1
0,5174,410,412,S1
0,5174,410,408,S1
0,5174,410,415,S1
0,5175,440,445,S1
0,5175,440,436,S1
0,5175,440,441,S1
0,5175,440,442,S1
0,5175,440,443,S1
0,5176,860,857,S1
0,5176,860,865,S1
0,5176,860,862,S1
0,5176,860,855,S1
0,5176,860,858,S1
0,5177,710,715,S1
0,5177,710,706,S1
0,5177,710,714,S1
0,5177,710,710,S1
0,5177,710,713,S1
0,5178,130,127,S1
0,5178,130,132,S1
0,5178,130,125,S1
0,5178,130,135,S1
0,5178,130,126,S1
0,5179,850,850,S1
0,5179,850,854,S1
0,5179,850,851,S1
0,5179,850,849,S1
0,5179,850,852,S1
0,5180,550,546,S1
0,5180,550,549,S1
0,5180,550,548,S1
0,5180,550,547,S1
0,5180,550,554,S1
0,5181,790,785,S1
0,5181,790,790,S1
0,5181,790,791,S1
0,5181,790,795,S1
0,5181,790,788,S1
0,5182,910,910,S1
0,5182,910,913,S1
0,5182,910,914,S1
0,5182,910,915,S1
0,5182,910,906,S1
0,5183,280,285,S1
0,5183,280,282,S1
0,5183,280,281,S1
0,5183,280,284,S1
0,5183,280,277,S1
0,5184,830,830,S1
0,5184,830,826,S1
0,5184,830,832,S1
0,5184,830,835,S1
0,5184,830,825,S1
0,5185,130,127,S1
0,5185,130,133,S1
0,5185,130,134,S1
0,5185,130,130,S1
0,5185,130,125,S1
0,5186,720,718,S1
0,5186,720,717,S1
0,5186,720,716,S1
0,5186,720,723,S1
0,5186,720,724,S1
0,5187,470,465,S1
0,5187,470,470,S1
0,5187,470,469,S1
0,5187,470,474,S1
0,5187,470,475,S1
0,5188,440,436,S1
0,5188,440,437,S1
0,5188,440,440,S1
0,5188,440,442,S1
0,5188,440,444,S1
0,5189,210,214,S1
0,5189,210,209,S1
0,5189,210,206,S1
0,5189,210,207,S1
0,5189,210,208,S1
0,5190,620,622,S1
0,5190,620,623,S1
0,5190,620,621,S1
0,5190,620,616,S1
0,5190,620,618,S1
0,5191,460,460,S1
0,5191,460,455,S1
0,5191,460,457,S1
0,5191,460,464,S1
0,5191,460,456,S1
0,5192,590,588,S1
0,5192,590,585,S1
0,5192,590,591,S1
0,5192,590,594,S1
0,5192,590,589,S1
0,5193,370,365,S1
0,5193,370,367,S1
0,5193,370,375,S1
0,5193,370,369,S1
0,5193,370,366,S1
0,5194,620,622,S1
0,5194,620,616,S1
0,5194,620,619,S1
0,5194,620,624,S1
0,5194,620,621,S1
0,5195,120,117,S1
0,5195,120,121,S1
0,5195,120,125,S1
0,5195,120,119,S1
0,5195,120,120,S1
0,5196,20,24,S1
0,5196,20,21,S1
0,5196,20,20,S1
0,5196,20,22,S1
0,5196,20,25,S1
0,5197,550,547,S1
0,5197,550,552,S1
0,5197,550,546,S1
0,5197,550,553,S1
0,5197,550,545,S1
0,5198,860,860,S1
0,5198,860,864,S1
0,5198,860,863,S1
0,5198,860,856,S1
0,5198,860,862,S1
0,5199,310,308,S1
0,5199,310,310,S1
0,5199,310,315,S1
0,5199,310,306,S1
0,5199,310,312,S1
0,5200,780,784,S1
0,5200,780,781,S1
0,5200,780,779,S1
0,5200,780,777,S1
0,5200,780,782,S1
0,5201,270,266,S1
0,5201,270,273,S1
0,5201,270,275,S1
0,5201,270,272,S1
0,5201,270,274,S1
0,5202,640,644,S1
0,5202,640,638,S1
0,5202,640,636,S1
0,5202,640,643,S1
0,5202,640,637,S1
0,5203,640,637,S1
0,5203,640,642,S1
0,5203,640,638,S1
0,5203,640,635,S1
0,5203,640,639,S1
0,5204,610,609,S1
0,5204,610,608,S1
0,5204,610,615,S1
0,5204,610,606,S1
0,5204,610,605,S1
0,5205,860,859,S1
0,5205,860,863,S1
0,5205,860,860,S1
0,5205,860,865,S1
0,5205,860,862,S1
0,5206,830,829,S1
0,5206,830,827,S1
0,5206,830,825,S1
0,5206,830,835,S1
0,5206,830,828,S1
0,5207,500,499,S1
0,5207,500,504,S1
0,5207,500,501,S1
0,5207,500,496,S1
0,5207,500,497,S1
0,5208,750,754,S1
0,5208,750,748,S1
0,5208,750,753,S1
0,5208,750,755,S1
0,5208,750,747,S1
0,5209,330,326,S1
0,5209,330,328,S1
0,5209,330,325,S1
0,5209,330,330,S1
0,5209,330,329,S1
0,5210,500,505,S1
0,5210,500,495,S1
0,5210,500,499,S1
0,5210,500,496,S1
0,5210,500,497,S1
0,5211,150,152,S1
0,5211,150,154,S1
0,5211,150,145,S1
0,5211,150,146,S1
0,5211,150,147,S1
0,5212,860,862,S1
0,5212,860,863,S1
0,5212,860,861,S1
0,5212,860,865,S1
0,5212,860,860,S1
0,5213,870,874,S1
0,5213,870,875,S1
0,5213,870,867,S1
0,5213,870,866,S1
0,5213,870,868,S1
0,5214,100,102,S1
0,5214,100,103,S1
0,5214,100,99,S1
0,5214,100,96,S1
0,5214,100,98,S1
0,5215,720,721,S1
0,5215,720,716,S1
0,5215,720,718,S1
0,5215,720,723,S1
0,5215,720,725,S1
0,5216,860,859,S1
0,5216,860,861,S1
0,5216,860,865,S1
0,5216,860,863,S1
0,5216,860,857,S1
0,5217,100,95,S1
0,5217,100,102,S1
0,5217,100,100,S1
0,5217,100,101,S1
0,5217,100,103,S1
0,5218,350,354,S1
0,5218,350,355,S1
0,5218,350,351,S1
0,5218,350,347,S1
0,5218,350,350,S1
0,5219,340,343,S1
0,5219,340,338,S1
0,5219,340,337,S1
0,5219,340,336,S1
0,5219,340,341,S1
0,5220,260,264,S1
0,5220,260,265,S1
0,5220,260,260,S1
0,5220,260,255,S1
0,5220,260,257,S1
0,5221,20,19,S1
0,5221,20,18,S1
0,5221,20,25,S1
0,5221,20,22,S1
0,5221,20,15,S1
0,5222,370,369,S1
0,5222,370,367,S1
0,5222,370,371,S1
0,5222,370,373,S1
0,5222,370,370,S1
0,5223,10,7,S1
0,5223,10,15,S1
0,5223,10,14,S1
0,5223,10,9,S1
0,5223,10,8,S1
0,5224,770,775,S1
0,5224,770,766,S1
0,5224,770,768,S1
0,5224,770,770,S1
0,5224,770,774,S1
0,5225,330,330,S1
0,5225,330,328,S1
0,5225,330,331,S1
0,5225,330,327,S1
0,5225,330,334,S1
0,5226,600,603,S1
0,5226,600,595,S1
0,5226,600,605,S1
0,5226,600,601,S1
0,5226,600,604,S1
0,5227,410,408,S1
0,5227,410,411,S1
0,5227,410,406,S1
0,5227,410,409,S1
0,5227,410,405,S1
0,5228,300,298,S1
0,5228,300,299,S1
0,5228,300,295,S1
0,5228,300,300,S1
0,5228,300,296,S1
0,5229,30,28,S1
0,5229,30,25,S1
0,5229,30,30,S1
0,5229,30,29,S1
0,5229,30,31,S1
0,5230,700,700,S1
0,5230,700,702,S1
0,5230,700,704,S1
0,5230,700,699,S1
0,5230,700,695,S1
0,5231,730,729,S1
0,5231,730,727,S1
0,5231,730,726,S1
0,5231,730,725,S1
0,5231,730,731,S1
0,5232,620,615,S1
0,5232,620,624,S1
0,5232,620,625,S1
0,5232,620,621,S1
0,5232,620,619,S1
0,5233,450,450,S1
0,5233,450,449,S1
0,5233,450,448,S1
0,5233,450,445,S1
0,5233,450,455,S1
0,5234,110,111,S1
0,5234,110,115,S1
0,5234,110,105,S1
0,5234,110,112,S1
0,5234,110,107,S1
0,5235,700,696,S1
0,5235,700,703,S1
0,5235,700,705,S1
0,5235,700,704,S1
0,5235,700,701,S1
0,5236,570,566,S1
0,5236,570,573,S1
0,5236,570,572,S1
0,5236,570,565,S1
0,5236,570,575,S1
0,5237,530,526,S1
0,5237,530,525,S1
0,5237,530,534,S1
0,5237,530,532,S1
0,5237,530,533,S1
0,5238,500,500,S1
0,5238,500,501,S1
0,5238,500,505,S1
0,5238,500,496,S1
0,5238,500,503,S1
0,5239,170,172,S1
0,5239,170,171,S1
0,5239,170,168,S1
0,5239,170,169,S1
0,5239,170,166,S1
0,5240,830,830,S1
0,5240,830,826,S1
0,5240,830,833,S1
0,5240,830,825,S1
0,5240,830,828,S1
0,5241,190,189,S1
0,5241,190,188,S1
0,5241,190,192,S1
0,5241,190,186,S1
0,5241,190,194,S1
0,5242,50,55,S1
0,5242,50,50,S1
0,5242,50,53,S1
0,5242,50,52,S1
0,5242,50,47,S1
0,5243,740,739,S1
0,5243,740,742,S1
0,5243,740,738,S1
0,5243,740,741,S1
0,5243,740,742,S1
0,5244,370,369,S1
0,5244,370,365,S1
0,5244,370,372,S1
0,5244,370,367,S1
0,5244,370,366,S1
0,5245,0,2,S1
0,5245,0,-3,S1
0,5245,0,3,S1
0,5245,0,1,S1
0,5245,0,-5,S1
0,5246,890,893,S1
0,5246,890,886,S1
0,5246,890,894,S1
0,5246,890,885,S1
0,5246,890,895,S1
0,5247,20,15,S1
0,5247,20,20,S1
0,5247,20,22,S1
0,5247,20,21,S1
0,5247,20,16,S1
0,5248,330,329,S1
0,5248,330,326,S1
0,5248,330,330,S1
0,5248,330,327,S1
0,5248,330,333,S1
0,5249,430,433,S1
0,5249,430,428,S1
0,5249,430,434,S1
0,5249,430,435,S1
0,5249,430,429,S1
0,5250,890,885,S1
0,5250,890,889,S1
0,5250,890,891,S1
0,5250,890,892,S1
0,5250,890,893,S1
0,5251,910,910,S1
0,5251,910,912,S1
0,5251,910,907,S1
0,5251,910,913,S1
0,5251,910,908,S1
0,5252,920,922,S1
0,5252,920,916,S1
0,5252,920,923,S1
0,5252,920,919,S1
0,5252,920,917,S1
0,5253,920,920,S1
0,5253,920,921,S1
0,5253,920,925,S1
0,5253,920,922,S1
0,5253,920,919,S1
0,5254,560,555,S1
0,5254,560,562,S1
0,5254,560,560,S1
0,5254,560,556,S1
0,5254,560,563,S1
0,5255,70,75,S1
0,5255,70,68,S1
0,5255,70,69,S1
0,5255,70,70,S1
0,5255,70,65,S1
0,5256,470,465,S1
0,5256,470,470,S1
0,5256,470,472,S1
0,5256,470,467,S1
0,5256,470,468,S1
0,5257,690,694,S1
0,5257,690,692,S1
0,5257,690,693,S1
0,5257,690,691,S1
0,5257,690,688,S1
0,5258,610,613,S1
0,5258,610,606,S1
0,5258,610,614,S1
0,5258,610,607,S1
0,5258,610,610,S1
0,5259,730,730,S1
0,5259,730,734,S1
0,5259,730,732,S1
0,5259,730,725,S1
0,5259,730,729,S1
0,5260,530,526,S1
0,5260,530,531,S1
0,5260,530,532,S1
0,5260,530,533,S1
0,5260,530,527,S1
0,5261,140,135,S1
0,5261,140,138,S1
0,5261,140,141,S1
0,5261,140,139,S1
0,5261,140,145,S1
0,5262,940,942,S1
0,5262,940,940,S1
0,5262,940,939,S1
0,5262,940,945,S1
0,5262,940,938,S1
0,5263,890,888,S1
0,5263,890,885,S1
0,5263,890,895,S1
0,5263,890,886,S1
0,5263,890,889,S1
0,5264,820,823,S1
0,5264,820,818,S1
0,5264,820,817,S1
0,5264,820,820,S1
0,5264,820,824,S1
0,5265,670,665,S1
0,5265,670,670,S1
0,5265,670,671,S1
0,5265,670,669,S1
0,5265,670,667,S1
0,5266,200,197,S1
0,5266,200,199,S1
0,5266,200,200,S1
0,5266,200,198,S1
0,5266,200,202,S1
0,5267,380,376,S1
0,5267,380,383,S1
0,5267,380,382,S1
0,5267,380,377,S1
0,5267,380,379,S1
0,5268,700,701,S1
0,5268,700,703,S1
0,5268,700,700,S1
0,5268,700,697,S1
0,5268,700,695,S1
0,5269,760,758,S1
0,5269,760,762,S1
0,5269,760,757,S1
0,5269,760,760,S1
0,5269,760,756,S1
0,5270,890,893,S1
0,5270,890,895,S1
0,5270,890,891,S1
0,5270,890,887,S1
0,5270,890,892,S1
0,5271,280,277,S1
0,5271,280,285,S1
0,5271,280,275,S1
0,5271,280,280,S1
0,5271,280,279,S1
0,5272,450,453,S1
0,5272,450,449,S1
0,5272,450,451,S1
0,5272,450,448,S1
0,5272,450,447,S1
0,5273,360,365,S1
0,5273,360,357,S1
0,5273,360,358,S1
0,5273,360,364,S1
0,5273,360,361,S1
0,5274,730,734,S1
0,5274,730,731,S1
0,5274,730,729,S1
0,5274,730,726,S1
0,5274,730,735,S1
0,5275,710,707,S1
0,5275,710,712,S1
0,5275,710,710,S1
0,5275,710,708,S1
0,5275,710,713,S1
0,5276,620,620,S1
0,5276,620,623,S1
0,5276,620,616,S1
0,5276,620,622,S1
0,5276,620,625,S1
0,5277,590,593,S1
0,5277,590,588,S1
0,5277,590,585,S1
0,5277,590,589,S1
0,5277,590,587,S1
0,5278,720,724,S1
0,5278,720,725,S1
0,5278,720,718,S1
0,5278,720,722,S1
0,5278,720,720,S1
0,5279,40,35,S1
0,5279,40,36,S1
0,5279,40,45,S1
0,5279,40,40,S1
0,5279,40,43,S1
0,5280,980,978,S1
0,5280,980,975,S1
0,5280,980,980,S1
0,5280,980,982,S1
0,5280,980,983,S1
0,5281,320,321,S1
0,5281,320,315,S1
0,5281,320,323,S1
0,5281,320,318,S1
0,5281,320,319,S1
0,5282,950,953,S1
0,5282,950,945,S1
0,5282,950,948,S1
0,5282,950,954,S1
0,5282,950,946,S1
0,5283,310,309,S1
0,5283,310,308,S1
0,5283,310,315,S1
0,5283,310,306,S1
0,5283,310,314,S1
0,5284,630,628,S1
0,5284,630,630,S1
0,5284,630,632,S1
0,5284,630,634,S1
0,5284,630,635,S1
0,5285,190,185,S1
0,5285,190,187,S1
0,5285,190,193,S1
0,5285,190,195,S1
0,5285,190,190,S1
0,5286,890,892,S1
0,5286,890,894,S1
0,5286,890,886,S1
0,5286,890,887,S1
0,5286,890,885,S1
0,5287,300,299,S1
0,5287,300,303,S1
0,5287,300,297,S1
0,5287,300,301,S1
0,5287,300,296,S1
0,5288,280,275,S1
0,5288,280,278,S1
0,5288,280,276,S1
0,5288,280,284,S1
0,5288,280,281,S1
0,5289,740,735,S1
0,5289,740,739,S1
0,5289,740,742,S1
0,5289,740,740,S1
0,5289,740,741,S1
0,5290,190,186,S1
0,5290,190,195,S1
0,5290,190,189,S1
0,5290,190,190,S1
0,5290,190,191,S1
0,5291,590,590,S1
0,5291,590,589,S1
0,5291,590,591,S1
0,5291,590,592,S1
0,5291,590,593,S1
0,5292,780,776,S1
0,5292,780,782,S1
0,5292,780,785,S1
0,5292,780,779,S1
0,5292,780,784,S1
0,5293,220,219,S1
0,5293,220,223,S1
0,5293,220,218,S1
0,5293,220,225,S1
0,5293,220,221,S1
0,5294,980,982,S1
0,5294,980,980,S1
0,5294,980,977,S1
0,5294,980,983,S1
0,5294,980,978,S1
0,5295,580,583,S1
0,5295,580,582,S1
0,5295,580,579,S1
0,5295,580,585,S1
0,5295,580,584,S1
0,5296,60,57,S1
0,5296,60,59,S1
0,5296,60,56,S1
0,5296,60,64,S1
0,5296,60,61,S1
0,5297,870,865,S1
0,5297,870,870,S1
0,5297,870,867,S1
0,5297,870,875,S1
0,5297,870,873,S1
0,5298,210,214,S1
0,5298,210,215,S1
0,5298,210,211,S1
0,5298,210,207,S1
0,5298,210,206,S1
0,5299,840,845,S1
0,5299,840,844,S1
0,5299,840,843,S1
0,5299,840,838,S1
0,5299,840,840,S1
0,5300,60,58,S1
0,5300,60,65,S1
0,5300,60,63,S1
0,5300,60,55,S1
0,5300,60,57,S1
0,5301,950,948,S1
0,5301,950,951,S1
0,5301,950,952,S1
0,5301,950,954,S1
0,5301,950,947,S1
0,5302,240,239,S1
0,5302,240,243,S1
0,5302,240,237,S1
0,5302,240,238,S1
0,5302,240,241,S1
0,5303,870,868,S1
0,5303,870,874,S1
0,5303,870,873,S1
0,5303,870,869,S1
0,5303,870,871,S1
0,5304,860,855,S1
0,5304,860,858,S1
0,5304,860,859,S1
0,5304,860,861,S1
0,5304,860,864,S1
0,5305,280,284,S1
0,5305,280,281,S1
0,5305,280,278,S1
0,5305,280,285,S1
0,5305,280,275,S1
0,5306,120,124,S1
0,5306,120,117,S1
0,5306,120,122,S1
0,5306,120,121,S1
0,5306,120,123,S1
0,5307,10,11,S1
0,5307,10,10,S1
0,5307,10,5,S1
0,5307,10,13,S1
0,5307,10,15,S1
0,5308,600,597,S1
0,5308,600,600,S1
0,5308,600,604,S1
0,5308,600,601,S1
0,5308,600,605,S1
0,5309,930,930,S1
0,5309,930,925,S1
0,5309,930,932,S1
0,5309,930,927,S1
0,5309,930,935,S1
0,5310,470,465,S1
0,5310,470,474,S1
0,5310,470,472,S1
0,5310,470,468,S1
0,5310,470,473,S1
0,5311,390,392,S1
0,5311,390,389,S1
0,5311,390,386,S1
0,5311,390,390,S1
0,5311,390,393,S1
0,5312,610,611,S1
0,5312,610,613,S1
0,5312,610,606,S1
0,5312,610,608,S1
0,5312,610,614,S1
0,5313,310,310,S1
0,5313,310,309,S1
0,5313,310,311,S1
0,5313,310,307,S1
0,5313,310,313,S1
0,5314,20,20,S1
0,5314,20,17,S1
0,5314,20,21,S1
0,5314,20,23,S1
0,5314,20,24,S1
0,5315,520,515,S1
0,5315,520,523,S1
0,5315,520,522,S1
0,5315,520,519,S1
0,5315,520,518,S1
0,5316,180,184,S1
0,5316,180,179,S1
0,5316,180,177,S1
0,5316,180,178,S1
0,5316,180,175,S1
0,5317,870,867,S1
0,5317,870,866,S1
0,5317,870,875,S1
0,5317,870,870,S1
0,5317,870,871,S1
0,5318,670,675,S1
0,5318,670,668,S1
0,5318,670,672,S1
0,5318,670,673,S1
0,5318,670,670,S1
0,5319,570,568,S1
0,5319,570,572,S1
0,5319,570,570,S1
0,5319,570,566,S1
0,5319,570,574,S1
0,5320,150,155,S1
0,5320,150,149,S1
0,5320,150,153,S1
0,5320,150,151,S1
0,5320,150,146,S1
0,5321,550,552,S1
0,5321,550,551,S1
0,5321,550,547,S1
0,5321,550,549,S1
0,5321,550,546,S1
0,5322,540,545,S1
0,5322,540,540,S1
0,5322,540,536,S1
0,5322,540,537,S1
0,5322,540,543,S1
0,5323,660,662,S1
0,5323,660,661,S1
0,5323,660,660,S1
0,5323,660,663,S1
0,5323,660,665,S1
0,5324,180,182,S1
0,5324,180,183,S1
0,5324,180,177,S1
0,5324,180,180,S1
0,5324,180,181,S1
0,5325,570,567,S1
0,5325,570,568,S1
0,5325,570,574,S1
0,5325,570,573,S1
0,5325,570,572,S1
0,5326,40,36,S1
0,5326,40,44,S1
0,5326,40,42,S1
0,5326,40,40,S1
0,5326,40,35,S1
0,5327,690,691,S1
0,5327,690,689,S1
0,5327,690,685,S1
0,5327,690,690,S1
0,5327,690,693,S1
0,5328,120,123,S1
0,5328,120,115,S1
0,5328,120,125,S1
0,5328,120,116,S1
0,5328,120,118,S1
0,5329,30,31,S1
0,5329,30,33,S1
0,5329,30,29,S1
0,5329,30,25,S1
0,5329,30,34,S1
0,5330,870,874,S1
0,5330,870,866,S1
0,5330,870,865,S1
0,5330,870,872,S1
0,5330,870,870,S1
0,5331,30,28,S1
0,5331,30,27,S1
0,5331,30,26,S1
0,5331,30,32,S1
0,5331,30,33,S1
0,5332,880,876,S1
0,5332,880,878,S1
0,5332,880,882,S1
0,5332,880,877,S1
0,5332,880,884,S1
0,5333,250,246,S1
0,5333,250,253,S1
0,5333,250,250,S1
0,5333,250,254,S1
0,5333,250,245,S1
0,5334,30,28,S1
0,5334,30,26,S1
0,5334,30,33,S1
0,5334,30,31,S1
0,5334,30,30,S1
0,5335,790,792,S1
0,5335,790,791,S1
0,5335,790,788,S1
0,5335,790,795,S1
0,5335,790,787,S1
0,5336,440,444,S1
0,5336,440,440,S1
0,5336,440,445,S1
0,5336,440,441,S1
0,5336,440,438,S1
0,5337,160,158,S1
0,5337,160,160,S1
0,5337,160,162,S1
0,5337,160,163,S1
0,5337,160,164,S1
0,5338,0,3,S1
0,5338,0,-4,S1
0,5338,0,-1,S1
0,5338,0,-2,S1
0,5338,0,0,S1
0,5339,330,325,S1
0,5339,330,327,S1
0,5339,330,328,S1
0,5339,330,334,S1
0,5339,330,329,S1
0,5340,270,266,S1
0,5340,270,271,S1
0,5340,270,275,S1
0,5340,270,267,S1
0,5340,270,269,S1
0,5341,40,41,S1
0,5341,40,36,S1
0,5341,40,44,S1
0,5341,40,39,S1
0,5341,40,37,S1
0,5342,870,869,S1
0,5342,870,871,S1
0,5342,870,870,S1
0,5342,870,865,S1
0,5342,870,867,S1
0,5343,440,445,S1
0,5343,440,435,S1
0,5343,440,440,S1
0,5343,440,444,S1
0,5343,440,436,S1
0,5344,300,305,S1
0,5344,300,297,S1
0,5344,300,301,S1
0,5344,300,299,S1
0,5344,300,302,S1
0,5345,70,69,S1
0,5345,70,75,S1
0,5345,70,66,S1
0,5345,70,65,S1
0,5345,70,74,S1
0,5346,70,70,S1
0,5346,70,72,S1
0,5346,70,73,S1
0,5346,70,69,S1
0,5346,70,73,S1
0,5347,980,978,S1
0,5347,980,983,S1
0,5347,980,980,S1
0,5347,980,982,S1
0,5347,980,975,S1
0,5348,570,568,S1
0,5348,570,566,S1
0,5348,570,572,S1
0,5348,570,569,S1
0,5348,570,571,S1
0,5349,750,750,S1
0,5349,750,749,S1
0,5349,750,751,S1
0,5349,750,752,S1
0,5349,750,755,S1
0,5350,550,550,S1
0,5350,550,546,S1
0,5350,550,549,S1
0,5350,550,554,S1
0,5350,550,555,S1
0,5351,450,449,S1
0,5351,450,451,S1
0,5351,450,452,S1
0,5351,450,450,S1
0,5351,450,447,S1
0,5352,280,275,S1
0,5352,280,284,S1
0,5352,280,285,S1
0,5352,280,283,S1
0,5352,280,278,S1
0,5353,10,11,S1
0,5353,10,7,S1
0,5353,10,10,S1
0,5353,10,14,S1
0,5353,10,15,S1
0,5354,240,235,S1
0,5354,240,244,S1
0,5354,240,243,S1
0,5354,240,245,S1
0,5354,240,238,S1
0,5355,410,410,S1
0,5355,410,407,S1
0,5355,410,413,S1
0,5355,410,406,S1
0,5355,410,412,S1
0,5356,830,830,S1
0,5356,830,829,S1
0,5356,830,833,S1
0,5356,830,827,S1
0,5356,830,835,S1
0,5357,860,858,S1
0,5357,860,857,S1
0,5357,860,855,S1
0,5357,860,859,S1
0,5357,860,862,S1
0,5358,770,766,S1
0,5358,770,769,S1
0,5358,770,774,S1
0,5358,770,775,S1
0,5358,770,773,S1
0,5359,190,192,S1
0,5359,190,186,S1
0,5359,190,194,S1
0,5359,190,193,S1
0,5359,190,188,S1
0,5360,320,320,S1
0,5360,320,322,S1
0,5360,320,323,S1
0,5360,320,319,S1
0,5360,320,325,S1
0,5361,70,66,S1
0,5361,70,75,S1
0,5361,70,70,S1
0,5361,70,73,S1
0,5361,70,74,S1
0,5362,540,538,S1
0,5362,540,544,S1
0,5362,540,536,S1
0,5362,540,539,S1
0,5362,540,545,S1
0,5363,520,516,S1
0,5363,520,519,S1
0,5363,520,515,S1
0,5363,520,521,S1
0,5363,520,523,S1
0,5364,940,942,S1
0,5364,940,935,S1
0,5364,940,939,S1
0,5364,940,941,S1
0,5364,940,943,S1
0,5365,510,508,S1
0,5365,510,510,S1
0,5365,510,506,S1
0,5365,510,511,S1
0,5365,510,507,S1
0,5366,950,950,S1
0,5366,950,952,S1
0,5366,950,951,S1
0,5366,950,948,S1
0,5366,950,945,S1
0,5367,100,96,S1
0,5367,100,95,S1
0,5367,100,103,S1
0,5367,100,101,S1
0,5367,100,99,S1
0,5368,600,603,S1
0,5368,600,600,S1
0,5368,600,604,S1
0,5368,600,597,S1
0,5368,600,598,S1
0,5369,160,155,S1
0,5369,160,162,S1
0,5369,160,165,S1
0,5369,160,164,S1
0,5369,160,163,S1
0,5370,910,915,S1
0,5370,910,910,S1
0,5370,910,906,S1
0,5370,910,905,S1
0,5370,910,907,S1
0,5371,550,549,S1
0,5371,550,552,S1
0,5371,550,550,S1
0,5371,550,554,S1
0,5371,550,555,S1
0,5372,380,377,S1
0,5372,380,382,S1
0,5372,380,381,S1
0,5372,380,375,S1
0,5372,380,385,S1
0,5373,750,750,S1
0,5373,750,755,S1
0,5373,750,754,S1
0,5373,750,746,S1
0,5373,750,748,S1
0,5374,680,677,S1
0,5374,680,678,S1
0,5374,680,679,S1
0,5374,680,684,S1
0,5374,680,683,S1
0,5375,660,656,S1
0,5375,660,664,S1
0,5375,660,657,S1
0,5375,660,655,S1
0,5375,660,658,S1
0,5376,980,978,S1
0,5376,980,985,S1
0,5376,980,980,S1
0,5376,980,976,S1
0,5376,980,984,S1
0,5377,480,484,S1
0,5377,480,476,S1
0,5377,480,478,S1
0,5377,480,482,S1
0,5377,480,480,S1
0,5378,140,139,S1
0,5378,140,137,S1
0,5378,140,142,S1
0,5378,140,145,S1
0,5378,140,136,S1
0,5379,230,235,S1
0,5379,230,232,S1
0,5379,230,231,S1
0,5379,230,227,S1
0,5379,230,226,S1
0,5380,90,86,S1
0,5380,90,92,S1
0,5380,90,90,S1
0,5380,90,89,S1
0,5380,90,88,S1
0,5381,560,560,S1
0,5381,560,561,S1
0,5381,560,565,S1
0,5381,560,562,S1
0,5381,560,564,S1
0,5382,240,237,S1
0,5382,240,236,S1
0,5382,240,243,S1
0,5382,240,241,S1
0,5382,240,244,S1
0,5383,780,780,S1
0,5383,780,782,S1
0,5383,780,776,S1
0,5383,780,775,S1
0,5383,780,785,S1
0,5384,850,853,S1
0,5384,850,845,S1
0,5384,850,850,S1
0,5384,850,855,S1
0,5384,850,846,S1
0,5385,570,574,S1
0,5385,570,575,S1
0,5385,570,572,S1
0,5385,570,566,S1
0,5385,570,568,S1
0,5386,650,651,S1
0,5386,650,647,S1
0,5386,650,649,S1
0,5386,650,645,S1
0,5386,650,646,S1
0,5387,70,72,S1
0,5387,70,75,S1
0,5387,70,70,S1
0,5387,70,66,S1
0,5387,70,69,S1
0,5388,30,27,S1
0,5388,30,25,S1
0,5388,30,35,S1
0,5388,30,29,S1
0,5388,30,34,S1
0,5389,80,83,S1
0,5389,80,78,S1
0,5389,80,81,S1
0,5389,80,82,S1
0,5389,80,75,S1
0,5390,390,394,S1
0,5390,390,388,S1
0,5390,390,390,S1
0,5390,390,392,S1
0,5390,390,385,S1
0,5391,600,604,S1
0,5391,600,597,S1
0,5391,600,599,S1
0,5391,600,600,S1
0,5391,600,601,S1
0,5392,660,664,S1
0,5392,660,657,S1
